study_id,theme,subtheme,summary,quote,quote_page,quote_section,location_context,confidence
Iyamba2014-DRC-Kinshasa-2013-01,amr_prevalence,other,High prevalence of MRSA (63.5%) and MR-CNS (60%) among staphylococcal isolates from SSIs in Kinshasa.,"Out of 74 S. aureus and 15 CNS isolated, 47 (63.5%) and 9 (60%) were identified as MRSA and MR-CNS respectively.",1,Abstract,"Kinshasa, DRC, Provincial General Reference Hospital and Clinic of University of Kinshasa",high
Iyamba2014-DRC-Kinshasa-2013-01,drivers_amr,other,High MRSA and MR-CNS prevalence may be attributed to broad spectrum antibiotic use and long hospital stays.,The highest MRSA and MR-CNS prevalence observed in our study can be attributed to the high pressure use of broad spectrum antibiotics or to the long stay hospital.,3,Discussion,"Kinshasa, DRC",moderate
Iyamba2014-DRC-Kinshasa-2013-01,microbiology_diagnostics,other,Standard microbiological methods and CLSI disk diffusion were used for identification and susceptibility testing.,S. aureus and CNS strains were identified by standard microbiological methods and latex agglutination test (Pastorex Staph-Plus). The antibiotic susceptibility of all staphylococcal strains was carried out using disk-diffusion method.,1,Abstract,"Kinshasa, DRC, University of Kinshasa",high
Iyamba2014-DRC-Kinshasa-2013-01,policy_capacity,other,Antibiotic surveillance policy is lacking in DRC and recommended as a national priority.,MRSA and MR-CNS from SSIs to antibiotics remains unknown due to lack of antibiotic surveillance policies.,2,Introduction,DRC,high
Kachipedzu2024-Malawi-QECH-2023-1,burden_incidence,other,"The overall incidence of surgical site infections following caesarean section was 9.61% (20/208) over a 6-month period, which is considered high compared to developed countries.",The overall cumulative incidence of SSI recorded at QECH during the study period was 9.61% (20 cases out of 208).,1,Abstract,"QECH, Blantyre, Malawi",high
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,other,"Among 20 patients with SSI, 5 (25%) had antimicrobial resistance. Out of 10 cultured samples, 5 yielded bacterial growth, with Staphylococcus aureus (3 isolates) being the most common, showing resistance to clindamycin, erythromycin, gentamicin, and cefoxitin. Acinetobacter baumannii and Enterobacteriaceae were also isolated and showed resistance to multiple antibiotics.",5 (25%) out of 20 with SSIs had antimicrobial resistance following susceptibility testing.,1,Abstract,"QECH, Blantyre, Malawi",moderate
Kachipedzu2024-Malawi-QECH-2023-1,amr_prevalence,other,"Among 20 patients with SSI, 5 (25%) had antimicrobial resistance. Out of 10 cultured samples, 5 yielded bacterial growth, with Staphylococcus aureus (3 isolates) being the most common, showing resistance to clindamycin, erythromycin, gentamicin, and cefoxitin. Acinetobacter baumannii and Enterobacteriaceae were also isolated and showed resistance to multiple antibiotics.","The Staphylococcus aureus bacteria isolated were resistant to most antibiotics, including clindamycin, erythromycin, gentamicin, and cefoxitin.",5,Bacterial isolates and susceptibility pattern,"QECH, Blantyre, Malawi",moderate
Kachipedzu2024-Malawi-QECH-2023-1,drivers_amr,inappropriate_use,"A high proportion of patients (66.35%) received both pre-operative and post-operative antibiotics without a confirmed bacterial infection, contributing to unnecessary antibiotic use. The most common post-operative regimen was a combination of metronidazole and ceftriaxone, even in uncomplicated cases.",This study also revealed that 138 (66.35%) patients received both preop antibiotics (ceftriaxone) and post-CS antibiotics.,4,Antimicrobial use,"QECH, Blantyre, Malawi",high
Kachipedzu2024-Malawi-QECH-2023-1,drivers_amr,inappropriate_use,"A high proportion of patients (66.35%) received both pre-operative and post-operative antibiotics without a confirmed bacterial infection, contributing to unnecessary antibiotic use. The most common post-operative regimen was a combination of metronidazole and ceftriaxone, even in uncomplicated cases.",No patient had a known infection or specific bacterial organism isolated in the current study at the time these antibiotics were prescribed and administered which may increase the risk for antimicrobial resistance spread.,4,Antimicrobial use,"QECH, Blantyre, Malawi",high
Kachipedzu2024-Malawi-QECH-2023-1,policy_capacity,other,The study highlights a need to establish formal antimicrobial stewardship programs and routine surveillance for SSIs at the hospital to address the high SSI rate and inappropriate antibiotic use.,"Therefore, due to increased number of SSIs following CS with relative emergence of AMR ensure intensive infection prevention and control practices, establishing AMS program and routine surveillance of SSIs at QECH.",1,Conclusion,"QECH, Blantyre, Malawi",high
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,burden_incidence,epidemiology of SSI,SSI prevalence was high (19.6%) among surgical patients at a tertiary hospital in Ethiopia.,The present study showed that 19.6% (95% CI: 18–21.1) of patients developed SSIs.,5,Prevalence of Surgical Site Infections,"Finote Selam General Hospital, Ethiopia",high
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,drivers_amr,"inappropriate use, IPC gaps","Inappropriate timing and duration of prophylactic antibiotics, and lack of adequate infection control systems, were identified as drivers of SSI.","The higher prevalence of SSI in our setting could be due to the lack of adequate infection control systems, poor practices, and inappropriate use of antibiotics.",6,Discussion,"Finote Selam General Hospital, Ethiopia",moderate
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,prevention_control,"IPC programs, bundles, surveillance practices",Adherence to recommended guidelines for SAP timing and duration is necessary to reduce SSI risk.,Healthcare professionals should consider the above risk factors while they are undergoing surgical procedures. They should also adhere to the recommended treatment guideline to prescribe appropriate prophylactic surgical antibiotics.,8,Conclusion,"Finote Selam General Hospital, Ethiopia",moderate
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,treatment_prophylaxis,"prophylaxis regimens, therapeutic choices, adherence",Ceftriaxone and metronidazole were the most frequently used prophylactic antibiotics; 7.2% of regimens were inappropriate.,"Ceftriaxone and metronidazole (45.4%), and ceftriaxone (33.3%) were the most frequently used prophylactic antibiotics. Of the prescribed antibiotics, 7.2% were inappropriate.",6,Prevalence of Surgical Site Infections,"Finote Selam General Hospital, Ethiopia",high
Kefale2020-Ethiopia-FinoteSelam-2019-2020-1,evidence_gaps,explicit gaps and research priorities,There is a paucity of data on SSI and antibiotic use in Northwest Ethiopia.,"Although several studies have been conducted on SSIs, with significant variations in different regions, there was a paucity of data in the Northwest part of Ethiopia.",3,Introduction,Northwest Ethiopia,high
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,epidemiology of SSI,"Wound infection is a significant clinical challenge in Buea hospitals, with a high prevalence (79.7%) among hospitalized patients.",Wound infection is a significant clinical challenge in hospitals in developing countries where proper healthcare delivery is hampered by limited resources.,1,Abstract,"Buea, Cameroon",high
Akoachere2014-Cameroon-Buea-201010201103-01,burden_incidence,epidemiology of SSI,"Wound infection is a significant clinical challenge in Buea hospitals, with a high prevalence (79.7%) among hospitalized patients.",Bacteria were isolated from 169 (79.7%) specimens.,3,Results,"Buea, Cameroon",high
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,resistance patterns and rates by pathogen/antibiotic,"Predominant isolates (S. aureus, P. aeruginosa, K. pneumoniae) exhibited high rates of multidrug resistance, with all isolates resistant to oxacillin and susceptible to fluoroquinolones.","Staphylococcus aureus, Pseudomonas aeruginosa and Klebsiella pneumoniae, the predominant isolates in all wound types exhibited a high preponderance of multidrug resistant strains.",1,Abstract,"Buea, Cameroon",high
Akoachere2014-Cameroon-Buea-201010201103-01,amr_prevalence,resistance patterns and rates by pathogen/antibiotic,"Predominant isolates (S. aureus, P. aeruginosa, K. pneumoniae) exhibited high rates of multidrug resistance, with all isolates resistant to oxacillin and susceptible to fluoroquinolones.",All isolates (100%) were susceptible to ofloxacin and pefloxacin but resistant to oxacillin.,3,Results,"Buea, Cameroon",high
Akoachere2014-Cameroon-Buea-201010201103-01,drivers_amr,"inappropriate use, IPC gaps, supply chain, workforce","High rate of infection attributed to lack of constant water supply, breakdown of sterilization equipment, and widespread empiric use and misuse of antibiotics.",High rate of infection was attributed to lack of constant water supply and breakdown of sterilization equipment during the study period.,1,Abstract,"Buea, Cameroon",high
Akoachere2014-Cameroon-Buea-201010201103-01,drivers_amr,"inappropriate use, IPC gaps, supply chain, workforce","High rate of infection attributed to lack of constant water supply, breakdown of sterilization equipment, and widespread empiric use and misuse of antibiotics.",These drugs are relatively cheap and are sold by unauthorized persons and without prescriptions. Their high level of misuse accounts for the high levels resistance observed.,5,Discussion,"Buea, Cameroon",high
Akoachere2014-Cameroon-Buea-201010201103-01,prevention_control,"IPC programs, surveillance practices","Findings reiterate the need to strengthen infection control and drug dispensing policies, and greater collaboration between microbiologists and medical practitioners.","Findings reiterate the need to strengthen infection control and drug dispensing policies, and greater collaboration between microbiologists and medical practioners to stem the spread of resistant bacteria.",1,Abstract,"Buea, Cameroon",high
Akoachere2014-Cameroon-Buea-201010201103-01,evidence_gaps,explicit gaps and research priorities,No anaerobic cultures performed; minimum inhibitory concentrations not determined; limitation in detection of polymicrobial and anaerobic infections.,No anaerobic cultures performed; limitation noted.,4,Discussion,"Buea, Cameroon",high
Akoachere2014-Cameroon-Buea-201010201103-01,evidence_gaps,explicit gaps and research priorities,No anaerobic cultures performed; minimum inhibitory concentrations not determined; limitation in detection of polymicrobial and anaerobic infections.,We did not determine the minimum inhibitory concentrations of potent antibiotics. This constituted another limitation to our study.,4,Discussion,"Buea, Cameroon",high
